Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
df6473cf-a70b-3401-b1ac-8d213ab31d86,CALLEN LORDE COMM HEALTH CENTER,230 WEST 17TH STREET,NEW YORK,NY,100115325,42.130417,-76.83194599565286,2122717206,0.0,1053
553c4438-8662-3733-9f31-7242eacb69eb,CLINTON SQUARE OPERATIONS LLC,918 JAMES ST,SYRACUSE,NY,132032500,43.057120850000004,-76.13756448367403,3154220433,0.0,2
6e967931-7b2d-334b-bf00-5b72d1fd7705,TIAN YANG FAMILY HEALTH NP  PC,391 PELHAM RD,SOMERS,NY,105892811,41.3281498,-73.6856857,9173029100,0.0,71
53c6274b-9a34-3c94-8d51-7363c2c57c86,MAIMONIDES MEDICAL CENTER,4802 10TH AVE,BROOKLYN,NY,112302651,40.6395376,-73.99883299885667,7182838958,0.0,240
1da9eea8-e9f4-3d58-a309-db38d523c60f,RUTLAND NURSING HOME  INC,585 SCHENECTADY AVE,BROOKLYN,NY,112031891,40.6598206,-73.93322119462563,7186045221,0.0,1
f367c0d0-069d-3303-be67-d6e9df230b53,BROOKHAVEN HEALTH CARE FACILITY LLC,801 GAZZOLA DR,EAST PATCHOGUE,NY,117724900,40.7829153,-72.971287,6314478800,0.0,28
000f52d2-1726-3ec5-92c1-e8768cc280f0,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,115422108,40.874044299999994,-73.62375415012554,5166568000,0.0,6
1097897f-7025-3f4b-8f3a-a81085f14ff0,CALLEN LORDE COMMUNITY HEALTH CENTER,356 W 18TH ST,NEW YORK,NY,100114401,40.743056800000005,-74.00318348270332,2122717280,0.0,52
95ad675a-5851-3de7-941b-654d088ba6de,EXCEL URGENT CARE OF FISHKILL PLLC,1004 MAIN ST,FISHKILL,NY,125243509,41.5320688,-73.9054837,8455653700,0.0,22
1a889af5-b516-3d84-961c-0b7d679b238c,NORTHERN URGENT MEDICAL CARE PLLC,16418 NORTHERN BLVD,LONG ISLAND CITY,NY,111015967,40.7622052,-73.8038213,7189395900,0.0,1
a210bfb2-38d2-3f6f-9a96-15684cfa8293,APPLE URGENT CARE PLLC,102 MAIN STREET,PORT JEFFERSON STATION,NY,117771856,40.934561,-73.054637,6315095544,0.0,3
f5286660-db06-3e64-8b0a-bc71ab43001f,BEDFORD STUYVESANT FAMILY HEALTH CTR,1456 FULTON STREET,BROOKLYN,NY,112162505,40.679927115384615,-73.9425095,7186364500,0.0,8
db6bb5d7-e45f-3e16-a7b8-405657831146,URGENT RADIOLOGY SERVICES PC,405 CANDLEWOOD COMMONS,WOODMERE,NY,115981233,40.6320482,-73.7126314,6312402287,0.0,38
517e7a81-a585-37a8-b3d2-1c1102a31460,NY MEDS URGENT CARE PLLC,3516A FRANCIS LEWIS BLVD,FLUSHING,NY,113581954,40.7654301,-73.8174291,7166337600,0.0,18
ae6a1bfa-3f32-31cd-97fd-5eb843c0b22d,HILLSIDE URGENT CARE PLLC,16403 HILLSIDE AVE,JAMAICA,NY,114324140,40.7092969,-73.7972418,7185548072,0.0,5
a5ddd33b-ebef-3950-8ce8-6ba1e0538ef5,MERAL DURAN NP FAMILY HEALTH PLLC,25 ROBERT PITT DRIVE,MONSEY,NY,109523366,41.110622,-74.0657849,9149491040,0.0,28
bc909f82-2f2f-334b-aec1-019684ad2d7e,WHITE PLAINS HOSPITAL  HOME CARE,90 SOUTH RIDGE STREET,RYE BROOK,NY,105732867,41.0045544,-73.6828778,9146811087,0.0,16
b1183ba6-ba0b-343c-9d35-5dae5157a80b,EAST END URGENT & PRIMARY CARE MEDICINE PLLC,1228 E MAIN ST,RIVERHEAD,NY,119012675,40.931373949999994,-72.64974924894308,6316033400,0.0,23
ebcdda7a-275e-34aa-b8bb-3882a4e76def,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER  INC,101 HOSPITAL ROAD,EAST PATCHOGUE,NY,117724870,40.7802502,-72.97642105305104,6316547760,0.0,38
568c5378-73e6-3686-bc08-1eb50eb315b2,MEMORIAL URGENT CARE GROUP,1275 YORK AVE,NEW YORK,NY,100656007,40.7644418,-73.95695491103503,6462273813,0.0,9
a8e4917e-7283-331c-838c-f4b9bb91e0c4,ADULT AND GERIATRICS MEDICAL CARE PC,2195 E 22ND ST,BROOKLYN,NY,112241913,40.597853650000005,-73.94878043119135,9176095537,0.0,49
1610e627-683c-30ab-9771-3210f46d2493,UNITED ODD FELLOW AND REBEKAH HOME,1072 HAVEMEYER AVE,BRONX,NY,104625310,40.83066957142857,-73.84747602040817,7188636200,0.0,1
16057f69-c6b9-35d5-8719-b6fcba1104a3,VALLEY VIEW FAMILY PRACTICE ASSOCIATES  LLP,213 STATE ROUTE 245,STANLEY,NY,145619580,42.8250665,-77.0958052,5855543119,0.0,29
03f97d0d-6416-356d-8ead-8ac2ead24663,VXL MEDICAL CARE PC,8720 QUEENS BLVD,WOODSIDE,NY,113775776,40.7422133,-73.9110621,7182809680,0.0,42
1ac40a4a-ef9c-3205-ba0c-b522629847ff,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,117723003,40.7802502,-72.97642105305104,6316547100,0.0,26
c75ebac3-8156-3de4-bc7d-f7d68a326773,METRO COMMUNITY HEALTH CENTERS INC,921 E NEW YORK AVE,BROOKLYN,NY,112031301,40.6628653,-73.9327888,7187788587,0.0,28
4c6c429f-03b7-3eb8-ae5d-672bb46d69a9,FAMILY & CHILDREN'S SERVICE OF THE CAPITAL REGION INC.,650 WARREN STREET,ALBANY,NY,122082998,42.6587082,-73.78713619999999,5184626531,0.0,27
8abaf686-c53f-3679-b2ba-cb758c7bca09,GLEN COVE HOSPITAL,972 BRUSH HOLLOW RD,GLEN COVE,NY,115422254,40.8641845,-73.6319174,5168766000,0.0,61
99be8ecf-da9c-3f46-9adf-03c070550a82,NEW YORK STATE VETERANS HOME AT MONTROSE,2090 ALBANY POST ROAD,MONTROSE,NY,105481462,41.2405971,-73.92696229346268,9147886000,0.0,2
45a4b3f6-95d7-38d8-b43a-76c2e0537024,CHAUTAUQUA HOSPICE AND PALLIATIVE CARE,20 WEST FAIRMOUNT AVENUE,LAKEWOOD,NY,147501702,42.098144500000004,-79.3281165,7163380033,0.0,1
