Id,Name,Address,City,State,ZIP,Phone,Type
548887437598,OLE HEALTH,1141 PEAR TREE LN,NAPA,CA,945586485,7072541774,00-04
689826814689,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,501 S BUENA VISTA ST,BURBANK,CA,915054809,8188473022,00-09
880446822448,THE LOS ANGELES FREE CLINIC,6636 SELMA AVE,LOS ANGELES,CA,900287115,3236531990,00-04
408566718720,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,915054809,8188435111,00-09
120193121918,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,905034615,3105407676,00-09
164713983099,RIVIERA ALLERGY MEDICAL CENTER,1711 VIA EL PRADO,REDONDO BEACH,CA,902776005,3107929050,12-70
989060424738,HOLLYWOOD CROSS MEDICAL CLINIC,1110 N WESTERN AVE,LOS ANGELES,CA,900291087,3234636881,12-70
359989536585,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,CA,952045502,2094612000,00-09
121447456975,MARCH LANE MEDICAL CLINIC INC,7743 WEST LN STE A1,STOCKTON,CA,952103381,2094774380,12-70
711518110465,ALTAMED HEALTH SERVICES CORP,972 GOODRICH BOULEVARD,COMMERCE,CA,900224114,3236222449,00-04
327426273716,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,917544716,6265709000,00-09
795337876002,RIO HONDO SUBACUTE &  NURSING CENTER,273 E BEVERLY BOULEVARD,MONTEBELLO,CA,906403775,3237245100,00-18
949372644409,UNICARE COMMUNITY HEALTH CENTER INC,17500 FOOTHILL BLVD STE A2,FONTANA,CA,923353798,9094280170,00-04
317445152750,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,SAN BERNARDINO,CA,924044611,9095801000,00-09
717250255544,SOUTH COUNTY COMMUNITY HEALTH CENTER INC,900 MIRAMONTE AVE FL 2,MOUNTAIN VIEW,CA,940402457,6509653323,00-04
713911987654,GRACE COMMUNITY HOME HEALTH INC.,229 POLARIS AVE  SUITE 5,MOUNTAIN VIEW,CA,940434579,6507840082,00-06
453319814380,EL CAMINO HOSPITAL,2500 GRANT RD,MOUNTAIN VIEW,CA,940404302,6509407000,00-09
773688970849,BAYSIDE URGENT CARE AND FAMILY MEDICAL CLINIC PC,39 BIRCH ST STE A,REDWOOD CITY,CA,940621483,6503682888,12-70
733715405491,PATHWAYS HOME HEALTH AND HOSPICE,585 N MARY AVE,SUNNYVALE,CA,940852905,4087301500,00-08
990083353460,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,922434306,7603397100,00-09
147059692992,IMMEDIATE FAMILY MEDICAL CARE INC,1441 W STATE ST,EL CENTRO,CA,922432800,7603371771,12-70
367114277724,CENTURION VALLEY HEALTHCARE INC.,6337 BROOK HOLLOW CIR,STOCKTON,CA,952192441,2099100701,12-70
459644154640,BEST HEALTHCARE ACCESS,3218 E HOLT AVE STE 201A,WEST COVINA,CA,917912310,8886252459,12-70
478993767895,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,917733245,9095996811,00-09
799012890648,MEDCOVE URGENT CARE APC,20540 E ARROW HWY SUITE C,COVINA,CA,917241200,6269140174,12-70
348373925833,PREMIER SURGERY CENTER OF SANTA MARIA,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,8053477813,00-09
488496994141,COMMUNITY HEALTH CENTERS  SANTA MARIA,2801 SANTA MARIA WAY,SANTA MARIA,CA,934552118,8059345400,00-04
197913222993,FAMILY HEALTH CENTER OF BENICIA,1440 MILITARY W,BENICIA,CA,945102446,7077450711,12-70
667344128535,CONTRA COSTA COUNTY,2500 ALHAMBRA AVE,MARTINEZ,CA,945533156,9253705955,00-09
